epoch,return-average
2648,3223.4731921575
2649,193.462959955
2650,3190.1159829009
2651,2126.5868977187
2652,221.9689354946
2653,293.3093507795
2654,4050.0944551381
2655,3286.7302065112
2656,2715.2656502859
2657,3768.7221451494
2658,4397.877282153
2659,776.7559943967
2660,1966.3262724171
2661,1847.5383854733
2662,3516.0074425296
2663,3452.7222438745
2664,3227.402572854
2665,3229.1024612763
2666,1429.0073547701
2667,2520.6206767378
2668,3979.1164008764
2669,1162.7043107972
2670,3911.7893651905
2671,4000.2552990173
2672,3779.0981312161
2673,2117.9799611974
2674,65.3359974206
2675,1899.1714787967
2676,44.0234096231
2677,977.2154188579
2678,1223.4881487877
2679,2260.8730038584
2680,4170.4282399604
2681,3470.7111577069
2682,431.1463137924
2683,3036.4742170076
2684,3728.233187152
2685,2202.1907665083
2686,583.1623671122
2687,78.6645977888
2688,1415.1680241827
2689,4510.8667630134
2690,4091.569208795
2691,970.27812073
2692,3566.9289678956
2693,2132.4132340451
2694,1899.044085937
2695,3337.9260256469
2696,2939.813725788
2697,250.6183515249
2698,476.0053914648
2699,113.1074206318
2700,4004.6916613736
2701,1737.5858861346
2702,610.8728856385
2703,419.4008476016
2704,964.4870571365
2705,4128.0083901252
2706,3459.7324207922
2707,1857.8653533807
2708,2427.8238909542
2709,1571.2170291365
2710,3742.6922625265
2711,376.7141466963
2712,4180.4544489246
2713,3944.96805976
2714,4173.4945308563
2715,1769.6373898261
2716,3882.4722175127
2717,3486.717666198
2718,1818.9018494156
2719,3231.3378433253
2720,2329.6313561986
2721,3974.0576847499
2722,3324.1323807841
2723,1667.5104485078
2724,1179.5987085806
2725,3371.1155857336
2726,1905.7378317384
2727,1903.7679763352
2728,1615.5028386227
2729,2991.879901264
2730,2713.6239851506
2731,4772.0917502372
2732,3914.9919138279
2733,2967.0082276313
2734,550.0323105523
2735,3451.2603647552
2736,2271.0018267376
2737,3363.8484658737
2738,2940.3130662146
2739,899.4307087332
2740,3589.202502657
2741,3967.1229271261
2742,3991.0628820287
2743,552.1270395775
2744,1712.1158434845
2745,3765.2421549362
2746,1510.0596339114
2747,1973.7891726552
2748,1212.9798293837
2749,355.1248013073
2750,3081.0097698268
2751,4721.1253835206
2752,3266.6702363606
2753,2101.4768330211
2754,3435.6859117812
2755,2310.5962483424
2756,3256.0406436505
2757,4896.5420467177
2758,3275.2362132767
2759,3081.621351822
2760,1266.3208700721
2761,3634.0392479435
2762,4058.7853726225
2763,2657.7824973068
2764,3197.1557213633
2765,2752.74479211
2766,452.3357058426
2767,1289.1274300715
2768,3305.4171503679
2769,3385.5179071578
2770,416.2069585392
2771,1158.7565452426
2772,3323.6626977801
2773,1921.8954317584
2774,2096.19295026
2775,1646.1428059901
2776,1611.3487910988
2777,3470.0411899983
2778,4335.3874019956
2779,3440.1855772794
2780,972.6869254988
2781,800.4161252081
2782,4756.0757174666
2783,579.7003666018
2784,3763.437630342
2785,1275.341169748
2786,2779.0361916748
2787,3046.7822169081
2788,3660.8807537134
2789,2504.7781993429
2790,1690.6956826733
2791,3407.6374057768
2792,1442.4427053932
2793,3704.5917751641
2794,3994.1315581107
2795,1696.6959278047
2796,4370.5185582809
2797,2717.3614133444
2798,1679.1783782875
2799,2791.9478020228
2800,1301.3626826478
2801,4151.2810801413
2802,1876.3717637603
2803,899.9356783801
2804,1474.4982518616
2805,187.0905799457
2806,4213.0307266768
2807,3672.4020065616
2808,242.9766927077
2809,655.1694565372
2810,3173.3614916697
2811,3423.3858932259
2812,1796.0432388097
2813,2932.1469186487
2814,3519.8883828265
2815,1467.0440389129
2816,3668.8115185194
2817,952.0217508868
2818,1915.6480748564
2819,1710.6592980946
2820,3335.1063261493
2821,4549.8967203243
2822,3639.4925617936
2823,1445.2306333366
2824,246.7106007974
2825,4353.3613273168
2826,3106.8681767966
2827,2168.4928807823
2828,44.2243686826
2829,1265.6963566564
2830,2545.3770932463
2831,1357.7623633598
2832,2301.4310406562
2833,300.0652421753
2834,3426.0754390085
2835,4062.7864236484
2836,1323.9128620967
2837,3246.2465092042
2838,1456.5692730877
2839,1453.7099829611
2840,643.9531733789
2841,4464.0255395469
2842,1673.3471740046
2843,3040.4488477522
2844,3361.5475573815
2845,1096.2047792357
2846,1876.4104543752
2847,3752.009069306
2848,1534.113673408
2849,713.3576424274
2850,1369.8073417633
2851,3108.2242296309
2852,2081.0357905735
2853,4097.9649446036
2854,203.406782313
2855,4119.4238036153
2856,3565.7075055734
2857,3205.8521195053
2858,2294.8922222008
2859,4244.9185937523
2860,3278.9614303502
2861,463.3183840632
2862,899.9437307362
2863,858.5674642352
2864,2283.9713531445
2865,4149.9735795898
2866,510.3137225081
2867,1092.1394127611
2868,2213.4596453489
2869,4016.7591250429
2870,2907.9518677489
2871,861.9366166336
2872,2599.2883807807
2873,4272.9560167876
2874,3739.7418660078
2875,3987.3873353201
2876,2460.4638358433
2877,3230.7913406346
2878,2319.281819635
2879,1085.5311745334
2880,279.3610005278
2881,3200.7597593825
2882,4236.7891924194
2883,730.569280943
2884,3885.515114276
2885,4401.4134689204
2886,1806.9759992851
2887,1979.0547077415
2888,294.8644830701
2889,2351.2852090303
2890,3125.8525590467
2891,1682.2078165773
2892,3171.4035769368
2893,2261.563474337
2894,899.4757513067
2895,2845.9782454619
2896,2991.6098816157
2897,4183.2281067427
2898,3164.5213726646
2899,3488.8617378036
2900,1000.8577746686
2901,2382.9985097502
2902,4158.2885198964
2903,982.5397149759
2904,2048.0038791281
2905,1083.6855403623
2906,2805.2263721184
2907,4336.1754388743
2908,865.1076092466
2909,2667.2248101349
2910,3630.370379443
2911,3334.7818151457
2912,3923.3253411798
2913,3364.3815214825
2914,657.6390868216
2915,1185.7840262646
2916,3374.3121094487
2917,3334.3521522138
2918,2375.1251083248
2919,1284.2832273666
2920,3404.490897019
2921,2928.4295643771
2922,2867.3559975312
2923,3969.5700181532
2924,1353.5955593764
2925,565.8932448583
2926,2660.9122712539
2927,1678.2473573914
2928,2957.3995241498
2929,1858.6021775644
2930,3534.0646977928
2931,2501.4871819602
2932,580.5416655029
2933,3263.8615489518
2934,3865.9529177698
2935,336.4887536254
2936,4070.1768481359
2937,4339.3107019029
2938,3850.7009323099
2939,4257.4724066135
2940,3559.610911143
2941,3479.2808511921
2942,3813.4390922472
2943,2486.3391741272
2944,1780.6590279768
2945,383.4965996798
2946,1955.5059879429
2947,3289.2427129144
2948,1734.6657599396
2949,301.2841753404
2950,1824.6709028602
2951,893.1799199823
2952,3509.107362578
2953,4402.9731195361
2954,1230.8611287273
2955,2116.3753254608
2956,4272.1786065993
2957,921.2463803009
2958,2673.2918560069
2959,950.688273001
2960,3956.4153361897
2961,2609.4293333531
2962,2511.8291613061
2963,3669.4384787691
2964,3264.8544242912
2965,3249.5057662216
2966,1190.4417807947
2967,4092.194820803
2968,3791.2475995897
2969,1353.4794693981
2970,3901.315035979
2971,4429.8555297393
2972,590.6209459447
2973,3397.7277128569
2974,3124.5655701964
2975,4466.3623636186
2976,2699.7749642294
2977,963.3601126439
2978,3399.0080792528
2979,1455.4688657087
2980,4090.0563230302
2981,4500.4078420542
2982,549.2116573687
2983,842.9523702499
2984,3001.7676883808
2985,4253.771875236
2986,3288.907858354
2987,1651.4753610997
2988,1077.9145116937
2989,4349.2696361423
2990,4106.547984486
2991,4230.2736565175
2992,67.3254495178
2993,185.6235353582
2994,3080.9446200895
2995,3776.3442598099
2996,1552.0235966866
2997,777.8998388689
2998,1253.1429166047
2999,3126.7313352889
3000,2133.7295204617
3001,3316.0637060567
3002,3150.6755074461
3003,1013.5327156285
3004,3252.8095800413
3005,3451.7632725842
3006,4417.5475082219
3007,2951.4143008994
3008,3990.6518515546
3009,2373.8403989454
3010,2534.7996902832
3011,1189.4234027377
3012,2813.7329534058
3013,1188.735554758
3014,3831.3308265776
3015,715.0973830071
3016,549.2212217582
3017,1652.213543078
3018,841.6449946613
3019,1572.4342375903
3020,293.3304823339
3021,2741.6122228785
3022,926.0829311077
3023,687.2499454168
3024,3460.0754283412
3025,4413.9331947441
3026,1604.7676574896
3027,1659.8144277826
3028,3100.4316281935
3029,3325.8867301903
3030,346.7650645342
3031,4058.6823514815
3032,464.2171564971
3033,3551.3549109389
3034,355.085243451
3035,4123.0182083964
3036,4064.3942592646
3037,3616.0790500858
3038,1161.1275355386
3039,3847.7894608523
3040,2161.766470597
3041,498.2187194595
3042,1390.8494888088
3043,4140.3373892438
3044,2829.9718131081
3045,364.4235969672
3046,2603.6897474605
3047,2531.6262154987
3048,803.5005181376
3049,620.7120671925
3050,3822.0780382054
3051,2621.5162516292
3052,2685.4308626122
3053,4338.9616677708
3054,9.7288613084
3055,3398.8190822748
3056,1797.4390342553
3057,1694.4731141061
3058,2866.1471402888
3059,2792.7609223838
3060,1160.7366581324
3061,1769.324701641
3062,207.2297547076
3063,4195.9044343544
3064,3818.7055054251
3065,1170.1408030453
3066,2930.6937730757
3067,1316.1566986133
3068,494.1404642675
3069,276.5876753999
3070,3671.0188040826
3071,4370.9171922376
3072,1890.875814198
3073,2009.7057051199
3074,3585.4907859565
3075,2820.7240351777
3076,510.7080380004
3077,698.5220654314
3078,929.7046071904
3079,4237.455088323
3080,4405.082820867
3081,2364.0038355406
3082,2989.6143798785
3083,2764.9254752518
3084,1365.7414869125
3085,4033.9655415809
3086,3569.5068702344
3087,3819.4781040754
3088,2886.1458421075
3089,2276.1691269376
3090,376.8064390129
3091,2467.5793330215
3092,1303.9034231356
3093,1846.0771345351
3094,1772.4632986763
3095,4366.2148758704
3096,522.1856906315
3097,3083.6066247129
3098,3006.2548494524
3099,2108.3705878394
3100,1460.1437657655
3101,2728.5075469903
3102,1787.490724943
3103,3230.2117940465
3104,2834.9062158167
3105,2541.675395542
3106,1745.3464792385
3107,1281.1272618448
3108,4557.9000785413
3109,111.5425284659
3110,1170.9886132077
3111,2775.7827724209
3112,1730.2780018404
3113,2831.2289265874
3114,2618.1861393613
3115,3467.7277811247
3116,1554.2505595829
3117,3336.9720089321
3118,3805.7976985479
3119,2280.2596999713
3120,1805.7400320555
3121,1008.8316758451
3122,2029.6800134772
3123,1061.4374443783
3124,51.0228775525
3125,74.4235228495
3126,3370.4383246782
3127,1543.3907720714
3128,4094.1739609175
3129,1823.4696661374
3130,3079.9855581029
3131,2303.2284521044
3132,2846.5642359121
3133,4115.5536615844
3134,2441.7177845664
3135,1612.0604095458
3136,4812.2947742856
3137,3109.3904824647
3138,2813.7768533046
3139,1761.9893044232
3140,367.9525377676
3141,3902.6672516802
3142,4561.3659835634
3143,1538.7602734525
3144,1648.5171830069
3145,3774.393982589
3146,907.0577734953
3147,1520.530078033
3148,1305.1760040151
3149,5257.478111515
3150,3700.3988085548
3151,1162.9082825937
3152,2619.0259129248
3153,1100.2905871152
3154,771.7944986908
3155,2213.4841175628
3156,1959.1121012318
3157,1598.7822059209
3158,2237.0968500061
3159,3441.0402573568
3160,3092.1851653785
3161,62.7660590623
3162,3079.4173172505
3163,1458.3988867932
3164,739.3128824149
3165,2890.694613457
3166,1468.7200583454
3167,1315.688160263
3168,2615.7419298657
3169,3922.7775017424
3170,3157.4043648738
3171,3961.3511881681
3172,3718.3844631024
3173,2533.863059044
3174,4531.3981321029
3175,1938.7637185311
3176,3607.5329228924
3177,3376.9172409555
3178,3338.0152266853
3179,1322.7722111351
3180,1227.8491955769
3181,1711.0052048338
3182,957.5842830366
3183,3791.8840080341
3184,945.1394452278
3185,377.5737393435
3186,870.0276023272
3187,1897.8397571378
3188,4115.4885170231
3189,1739.0157893414
3190,1278.4047011694
3191,3525.4347596289
3192,2029.476992172
3193,3929.9287606039
3194,4582.5317568843
3195,343.0467374259
3196,1845.5870974317
3197,773.887219084
3198,189.0990563876
3199,4908.9356179763
3200,1777.0080608964
3201,4478.5761068841
3202,2127.0397532367
3203,2560.0156983511
3204,168.3339410888
3205,51.2188520324
3206,2181.1363083613
3207,2505.9747082762
3208,2502.6665506739
3209,2373.8487297923
3210,5063.5996177664
3211,60.9271621797
3212,3670.3918957828
3213,605.4650072453
3214,2255.7193710137
3215,1031.6835315894
3216,4300.5902963688
3217,1517.4378253964
3218,916.7558650024
3219,3779.792882371
3220,3385.4645100815
3221,1412.7119689134
3222,2617.886431823
3223,3341.4089544327
3224,4271.9382246212
3225,940.0828827291
3226,960.1414206276
3227,3013.9014589437
3228,111.6837798859
3229,821.0935424634
3230,1630.6560880524
3231,2264.5105523226
3232,1193.8846168665
3233,3452.9252275152
3234,2734.5730648671
3235,4145.3633103433
3236,3672.4058425713
3237,882.1092002042
3238,237.9429335658
3239,1198.4157826408
3240,3968.6521808327
3241,463.3540441655
3242,1998.727540881
3243,992.0131900947
3244,2395.8926434769
3245,4298.710796403
3246,3203.0288382815
3247,1044.4874447579
3248,3467.4208983615
3249,2268.2829493185
3250,4362.5067778241
3251,76.7566608471
3252,1217.6902344475
3253,3398.4028816481
3254,4117.2481462712
3255,3095.7563972653
3256,3725.0012053401
3257,1133.2953382662
3258,1041.673619653
3259,4144.4465019372
3260,512.7763193914
3261,3354.687699182
3262,3936.5918296253
3263,3887.382086741
3264,2271.1453955025
3265,3425.0529657587
3266,3708.2607915018
3267,1657.8135568162
3268,1052.9940779565
3269,4551.7167353796
3270,2394.2032211189
3271,3826.7997830342
3272,1666.6880979479
3273,1390.5556258638
3274,3341.8249606365
3275,1649.4904332384
3276,3256.7397570147
3277,1248.1669164673
3278,437.0411013377
3279,389.3790447005
3280,2211.2891787173
3281,742.1751465486
3282,2931.4540863229
3283,3026.6984497343
3284,3128.3261670649
3285,2192.4652498408
3286,3948.6208837812
3287,4688.0708705443
3288,3053.794866499
3289,1739.6131333344
3290,2755.9319010574
3291,4286.2501614792
3292,4155.6927757624
3293,2943.6229805793
3294,3337.39381304
3295,596.6116783158
3296,1953.7375195243
3297,146.6825627302
3298,4283.7622961042
3299,4019.9389604062
3300,259.7830505575
3301,612.0931405025
3302,3865.0240914061
3303,2439.0551224433
3304,3307.9805152595
3305,1218.4353760955
3306,1419.2508318207
3307,917.581142605
3308,548.6966117938
3309,2734.2981421074
3310,1070.0835808895
3311,4135.7831446497
3312,3084.2845672649
3313,1992.713392712
3314,3917.6800778659
3315,1889.5768179939
3316,404.4229704497
3317,2313.3402332463
3318,3194.8665766588
3319,3779.3971711564
3320,989.9429153696
3321,2089.4729576789
3322,492.7424197911
3323,4051.710935818
3324,3598.8671316805
3325,3754.0899462586
3326,565.4099364582
3327,2780.4698281903
3328,1680.3385125071
3329,4420.910526247
3330,2180.5763403988
3331,1909.8654315841
3332,98.0263193223
3333,1872.3308318885
3334,3105.6707009645
3335,3716.9167323744
3336,3379.988582528
3337,3237.4859629995
3338,2040.7894436737
3339,999.5457545758
3340,1109.5538920199
3341,3045.1779320138
3342,3548.6069232871
3343,3507.6311233532
3344,2767.3366505559
3345,3833.6264208234
3346,3869.9766135958
3347,3823.3503893472
3348,4546.7996481854
3349,1389.477962164
3350,4370.3790178878
3351,2059.4262453937
3352,2096.5609157279
3353,3778.6421457639
3354,3950.4444797963
3355,4530.4976006326
3356,4554.6638288492
3357,620.8325809664
3358,2846.6003664523
3359,2603.2183663264
3360,2343.1401692608
3361,3966.4266039389
3362,2207.1054317132
3363,4566.9643185081
3364,2702.0362919572
3365,591.8434871208
3366,1090.7756583229
3367,1858.3600210979
3368,3613.0983909013
3369,722.0899039091
3370,2737.1503665331
3371,3026.5007947341
3372,3407.6804880785
3373,3493.5548154433
3374,2634.3284226123
3375,2574.935058909
3376,3010.4912087564
3377,4190.9014450422
3378,3406.7807153202
3379,2812.8425349649
3380,3234.2132150022
3381,4220.0474489834
3382,3862.4882759645
3383,4095.141682933
3384,4459.7514952329
3385,287.07949331
3386,1293.6837379893
3387,4542.7073672984
3388,3853.4203378404
3389,4263.8229720141
3390,2024.7546848886
3391,3918.6033162972
3392,3004.8584050643
3393,2020.2067139403
3394,1672.2491180611
3395,2538.0725291105
3396,4522.8330507343
3397,3732.2135181438
3398,481.6562442993
3399,2976.8569798607
3400,3805.1820134104
3401,2507.56111753
3402,4790.6590202634
3403,1154.4994018864
3404,2689.6380438488
3405,4659.5046997676
3406,3344.2952688809
3407,300.9212386182
3408,2740.5189247108
3409,3152.2731036059
3410,3494.8794305535
3411,764.0353674177
3412,4088.1119469984
3413,1969.023136718
3414,2463.7622024857
3415,4041.7219608906
3416,888.4711868997
3417,3987.4704201135
3418,2527.5853102528
3419,1172.1497838642
3420,3621.543151165
3421,4055.4853941345
3422,2384.6378509901
3423,2104.1239414395
3424,4315.6072062834
3425,2597.9783778182
3426,3203.6440030846
3427,1905.0293275866
3428,1340.4918953007
3429,3228.7902733213
3430,3705.640044913
3431,4645.6700645135
3432,4435.6120753067
3433,4268.8624232567
3434,1239.0075453056
3435,3515.8637951844
3436,1086.8136991128
3437,4303.7708286387
3438,1665.7460392
3439,1499.2684707092
3440,3453.2369644538
3441,112.3495666504
3442,1541.2127182185
3443,164.2671648298
3444,2229.7645259776
3445,55.7300928967
3446,2355.4843067306
3447,3188.009032176
3448,3805.6551103826
3449,3575.2342253698
3450,672.0652207012
3451,3723.2077517704
3452,4451.7258435889
3453,2130.6082004433
3454,3045.2800370406
3455,3845.9071854688
3456,827.6849566413
3457,3915.3706901849
3458,3872.6715078177
3459,1515.1090540702
3460,504.1442811255
3461,2371.7884686509
3462,3969.956266688
3463,2210.9432640833
3464,3924.1943508685
3465,1601.2933879706
3466,4185.1569614312
3467,3798.2649069033
3468,2171.9369550434
3469,3977.9471034472
3470,4269.2330376302
3471,1733.3975747457
3472,2121.4672451205
3473,585.1049082859
3474,3951.327026539
3475,259.2181863404
3476,1817.4129053108
3477,4016.2063764368
3478,3507.8789565293
3479,385.5537363586
3480,3984.2796929203
3481,4025.3750255788
3482,1091.758932166
3483,942.6201150988
3484,995.6973864526
3485,3831.9018740061
3486,1699.0081330439
3487,2008.9207676411
3488,835.1469424367
3489,1878.0899847403
3490,1255.7874563149
3491,2288.2033903238
3492,3615.4397984805
3493,3016.48560235
3494,1704.5754600611
3495,3637.2963573575
3496,4619.9130969502
3497,2881.4497631258
3498,3026.5149149787
3499,1464.8702460925
3500,4357.1705641046
3501,2658.6983335149
3502,4474.0047084139
3503,3035.3158058171
3504,3362.4759479642
3505,4106.9900877529
3506,2978.6474798521
3507,1739.2602005662
3508,1650.617873118
3509,1275.3320346127
3510,122.3448244241
3511,1060.1886130535
3512,717.9025978622
3513,4846.3599661077
3514,4651.1190142878
3515,328.2763388183
3516,4012.0115345225
3517,1975.2240282922
3518,4089.8266136395
3519,43.61329545
3520,4108.0322908341
3521,4018.6583959153
3522,3416.7662607744
3523,1602.3084195626
3524,1784.6001166263
3525,3169.0213247611
3526,3519.0625297976
3527,4157.8633590242
3528,3101.7130055316
3529,558.4548967876
3530,1905.1818444169
3531,4508.8674254735
3532,3740.3581118035
3533,880.2402080815
3534,1722.0679647541
3535,4040.9349588882
3536,713.5602295434
3537,2742.3373832776
3538,4171.0422323909
3539,2088.9261277537
3540,4267.9570385864
3541,99.0348865417
3542,4091.1813880456
3543,4418.2612644739
3544,2558.0518054155
3545,3969.7535500363
3546,557.6890528336
3547,2946.1718128328
3548,2711.2945121263
3549,3290.2737949023
3550,3866.2680937542
3551,4249.7059163586
3552,4452.0374439946
3553,855.1402392468
3554,3920.0833149932
3555,2988.4888375473
3556,1002.1655490252
3557,4505.3686441396
3558,1047.3691789963
3559,1752.9094930616
3560,2398.2938083071
3561,2895.2660255119
3562,19.9505411374
3563,3425.1641010439
3564,4161.6314381968
3565,354.0467713514
3566,4896.5119318557
3567,259.0482361108
3568,2764.4339892673
3569,3538.9904476082
3570,3808.1993863595
3571,2511.6826932737
3572,4458.0269827836
3573,3932.785417917
3574,2860.599849775
3575,25.9660098916
3576,819.1301039035
3577,3679.7170623587
3578,1186.3951123808
3579,2970.1737137773
3580,3577.1947813378
3581,3436.9198395527
3582,549.3784948458
3583,3809.8884761828
3584,717.5512283142
3585,3223.2125562604
3586,3351.7849476623
3587,435.2296111297
3588,476.6304698158
3589,594.3742729575
3590,713.065192459
3591,3678.2934653485
3592,2827.4668976437
3593,3645.2746449662
3594,2982.380898635
3595,3182.5504243987
3596,3535.6421358793
3597,1061.0401200712
3598,513.6753232718
3599,3053.7699429927
3600,4963.2194548365
3601,4311.1671304404
3602,3082.1228037076
3603,398.561359808
3604,4266.4495515622
3605,1985.1218566895
3606,3343.3580706905
3607,4109.1863381739
3608,4259.3128620245
3609,3366.6745972461
3610,3931.4400501521
3611,4449.1759064187
3612,3958.7875963833
3613,1733.7884640075
3614,1772.5585523943
3615,1482.8521283755
3616,2511.5185726543
3617,1451.6035252186
3618,1948.8456175073
3619,335.7013116075
3620,1807.0962172734
3621,3668.7616882444
3622,1192.1357219861
3623,1640.0111997554
3624,591.6362667979
3625,61.7744028714
3626,2644.5558727226
3627,1873.5263936979
3628,1463.6671234069
3629,940.8341242907
3630,3688.2474407458
3631,150.4736588252
3632,3365.127776671
3633,3345.9943575386
3634,2066.7598445785
3635,1301.3401840868
3636,3232.4321130909
3637,4754.9892849367
3638,351.0163465339
3639,2888.1959647594
3640,236.1916493552
3641,631.9456405728
3642,4601.5880420082
3643,1875.5135174823
3644,1228.600298238
3645,177.4501871572
3646,204.018673826
3647,4024.9113905406
3648,1687.5740205925
3649,3613.4298158209
3650,3537.8953089688
3651,4329.0369727108
3652,1033.6658830287
3653,1166.4003821545
3654,4369.2652103024
3655,3807.9678178781
3656,2317.0965272574
3657,4208.2574376459
3658,1929.0628437005
3659,3140.3171447431
3660,2911.4993498391
3661,3859.496975831
3662,3737.7419115269
3663,1221.7321630404
3664,956.9658319948
3665,4326.3745833237
3666,929.2576075886
3667,2613.5291185542
3668,1406.0112109707
3669,1115.9304788996
3670,4133.5664389632
3671,674.7079729652
3672,2949.0308555713
3673,4343.6585835625
3674,4349.7071861273
3675,1340.8858553058
3676,3643.3884813902
3677,185.5793612219
3678,248.4538558173
3679,141.9938872809
3680,1775.3271406676
3681,3827.7041682122
3682,4576.3629041328
3683,3253.6918610222
3684,3375.049604223
3685,1617.3828090402
3686,2209.937962999
3687,3676.4707787843
3688,227.955468867
3689,3862.6375152022
3690,2863.0065952143
3691,215.2985675387
3692,2582.8963902492
3693,715.1830408769
3694,2508.1891036564
3695,4364.893727138
3696,3024.7169032474
3697,657.0163084286
3698,3444.7976521182
3699,2344.2944453892
3700,4478.327983264
3701,3697.8350385363
3702,504.3224736962
3703,4087.4787292417
3704,4196.2390119402
3705,3874.4737385628
3706,1212.2191915201
3707,4819.0078321193
3708,4444.837115511
3709,4091.5217101621
3710,2899.2040596507
3711,2082.8368932871
3712,1589.182231825
3713,493.000726837
3714,2792.8743973791
3715,2480.6874722769
3716,1946.8226290529
3717,3752.3916005087
3718,403.1978973284
3719,1176.8671159427
3720,2765.9946748066
3721,5003.1735664443
3722,993.9555669689
3723,4611.7359889016
3724,3822.6919260533
3725,4278.0916856056
3726,3810.4811047763
3727,3169.9184822402
3728,3554.564246361
3729,1533.7264136985
3730,1558.8895977226
3731,41.7672607176
3732,2991.2317239676
3733,255.307501555
3734,3903.3490203704
3735,611.4901217352
3736,2907.0123053774
3737,4240.6512717952
3738,4096.7111181216
3739,3199.8400294395
3740,4282.9032691944
3741,3770.4452584246
3742,4273.4737522807
3743,293.3254758531
3744,3309.1988719382
3745,4076.7146013058
3746,540.9859988226
3747,1390.8496017796
3748,4866.3393866786
3749,4427.0198791672
3750,271.4161931298
3751,1364.5758659031
3752,377.6816267535
3753,3586.1640804858
3754,3048.1512340848
3755,1180.7020696277
3756,3331.7809035212
3757,3575.9477385737
3758,1238.178095436
3759,2128.2955106251
3760,1041.6893939757
3761,128.0450658511
3762,3590.4733930625
3763,4101.2073703254
3764,2711.010411111
3765,908.3411417868
3766,1285.3488211043
3767,2315.9242042462
3768,666.0141714544
3769,3949.078027046
3770,880.0449502026
3771,376.2887044136
3772,1440.6453623719
3773,720.5246408181
3774,3932.027074864
3775,3520.0551674566
3776,4840.5550150508
3777,1299.640043912
3778,3603.5000651321
3779,2170.5431582756
3780,3592.1889284439
3781,676.7140949521
3782,1439.6432044257
3783,1765.0934576482
3784,3785.1865396205
3785,4031.2670800448
3786,1272.1248211095
3787,2980.5296626149
3788,1431.3177116764
3789,1993.763229812
3790,2276.4356940312
3791,1865.7861066066
3792,1357.5085246737
3793,810.1383662019
3794,4113.5965094601
3795,3810.7808078633
3796,4909.3776458499
3797,2551.7264533382
3798,4544.5253095713
3799,4243.446014404
3800,1506.3281224502
3801,1540.7968715952
3802,79.4567077939
3803,3113.0429625728
3804,1911.3072833515
3805,3726.3425735706
3806,2260.0327695237
3807,291.9579317149
3808,3901.6152971827
3809,3943.8346207035
3810,4175.7175691546
3811,1201.4819780312
3812,4021.2426063806
3813,3883.9165498254
3814,2450.7695387082
3815,1108.9028267394
3816,2631.0530412293
3817,2145.0735656312
3818,2672.1131562187
3819,61.7293763301
3820,3311.165718501
3821,2484.5893655588
3822,3656.4031478274
3823,4099.6205539544
3824,561.2337824675
3825,3648.1922778338
3826,4028.0155987608
3827,817.2582384335
3828,3510.440583015
3829,3036.6523308257
3830,4412.1368968998
3831,4844.475556606
3832,4912.26499724
3833,2018.6294452585
3834,4309.6660679185
3835,3972.8062884438
3836,967.5724149278
3837,3668.3249894872
3838,1901.5805693958
3839,3636.9771421684
3840,3720.5322009882
3841,3888.9187736481
3842,3067.3579263171
3843,610.3184391995
3844,1342.4521434987
3845,3535.3953988757
3846,2071.2768473065
3847,3658.5788614667
3848,2498.2601469743
3849,4474.0166705901
3850,122.2539317588
3851,1818.7275208013
3852,43.0275220748
3853,4399.013139041
3854,2481.1631308116
3855,3533.1102080606
3856,2656.0458729486
3857,4645.5219924576
3858,1747.6681668345
3859,1407.2925975305
3860,4444.7338013334
3861,4251.6768692624
3862,2625.6301746183
3863,1047.2162435265
3864,730.4686117745
3865,766.990366052
3866,3168.8805796004
3867,4160.0589766098
3868,3161.8171106185
3869,4578.5869253053
3870,3139.2136013038
3871,396.4007232542
3872,1997.2460444088
3873,4046.3761956613
3874,1511.7168462532
3875,1010.7778714568
3876,2336.6284397891
3877,3630.0352205118
3878,516.4035313102
3879,1893.7044341337
3880,3890.9803938553
3881,816.0964199432
3882,4877.4708497931
3883,3840.8102874627
3884,5179.4020855507
3885,902.7506840221
3886,2051.8650320632
3887,3187.0419515792
3888,2144.3390765559
3889,3736.4370335969
3890,4715.4329740603
3891,132.7333729161
3892,2210.057732285
3893,1823.1484789651
3894,917.2781889065
3895,2550.2880046763
3896,819.5814943225
3897,185.3689767571
3898,3016.7281401827
3899,4136.1531239112
3900,90.4825205577
3901,2774.9727856174
3902,199.4247707534
3903,2686.2138964453
3904,3006.8843602382
3905,2596.8192903113
3906,1072.3405154277
3907,129.7285559128
3908,3520.4912648535
3909,3653.1388884936
3910,518.776084789
3911,4195.3861359533
3912,3335.5817165446
3913,3710.7573658173
3914,1923.0923667628
3915,1133.1585769741
3916,3987.894268994
3917,4282.8028022004
3918,1987.5140317193
3919,5089.6899539082
3920,3671.7755804246
3921,571.4050405746
3922,3942.2364556002
3923,384.5991430006
3924,1381.8222719827
3925,1675.1995307791
3926,2457.4875506977
3927,4603.3744746862
3928,4632.0245253895
3929,1713.5489412071
3930,4953.022231582
3931,1528.6722944931
3932,2290.9870801285
3933,4280.5408887561
3934,5020.4774829308
3935,3428.7757832324
3936,2409.8500602001
3937,3221.5396523361
3938,3972.7913573539
3939,4762.4139248184
3940,1087.3203862239
3941,4413.6103594304
3942,180.4469551061
3943,711.5249529457
3944,3928.0084811512
3945,238.4695905864
3946,4476.6960751196
3947,4293.6767018212
3948,1781.7478868409
3949,2420.033563993
3950,1686.479824913
3951,3720.9363522457
