return-average,epoch
145.6671782084,1031
2280.0775265972,1032
966.1415804402,1033
3537.4426906901,1034
454.146558077,1035
1256.1591845298,1036
1616.3722668959,1037
835.1008154968,1038
3360.9966480296,1039
2689.960987971,1040
205.1663220333,1041
633.456236118,1042
3706.8935834568,1043
3297.7181160495,1044
1127.6551721269,1045
293.1873439016,1046
1371.9381469321,1047
2377.9241830176,1048
490.7490006116,1049
3532.3517993875,1050
936.5637610333,1051
322.5809719999,1052
279.2883374291,1053
439.3681744559,1054
2210.031505472,1055
2371.2721113042,1056
3144.7089475365,1057
1188.6197728578,1058
2583.6520862297,1059
2089.7379397116,1060
865.8235265176,1061
3077.0363061528,1062
2516.8015190306,1063
1170.6676545919,1064
1536.7261138238,1065
866.6708238387,1066
1037.125081528,1067
1613.8001558866,1068
2530.5120643166,1069
2575.0568542158,1070
546.6538943555,1071
624.9942667303,1072
1566.9417154261,1073
3424.0493042536,1074
1934.4311740617,1075
1571.2899294168,1076
3436.5394115842,1077
440.1993735251,1078
2040.735569892,1079
1984.1171204725,1080
3154.4154186843,1081
2144.3706159357,1082
2475.5330271277,1083
2497.6712697554,1084
2204.7994690013,1085
1448.4565470605,1086
3117.7764410584,1087
2669.4827802734,1088
495.96418702,1089
625.8024762728,1090
202.3992284864,1091
1447.6195765485,1092
1955.0609725815,1093
843.1437309175,1094
3285.9959616217,1095
1674.6245369031,1096
2019.5260911883,1097
119.9694581092,1098
3536.6170253274,1099
2081.3152153537,1100
2780.228446279,1101
2150.9201567856,1102
959.9042330318,1103
1462.6603520372,1104
1988.3694090857,1105
1487.8188229074,1106
1985.4893369589,1107
2095.4781888572,1108
3172.5104468672,1109
3986.3894874069,1110
746.6278906168,1111
1382.0643943972,1112
2460.4741721601,1113
556.1798515193,1114
2559.9494348826,1115
216.0441003333,1116
3722.6980981384,1117
2289.0613079513,1118
2641.9361141739,1119
3682.1697563419,1120
1800.8210247786,1121
66.7042601236,1122
1967.6689527317,1123
2021.6772817582,1124
3741.748187982,1125
2958.4214589247,1126
1402.5254511601,1127
968.2905335459,1128
1132.6183539027,1129
1079.4421096083,1130
3947.6122147006,1131
1303.5566637029,1132
3544.1565101802,1133
580.4322428738,1134
2005.6779819656,1135
300.0482354552,1136
3708.6237137642,1137
3413.8247206599,1138
1516.1180660374,1139
673.0654090161,1140
3837.8292892061,1141
2906.5598293358,1142
576.1348199421,1143
1452.2462625082,1144
3082.4284168385,1145
3683.7740858797,1146
300.8736089682,1147
649.792883121,1148
3404.7864388,1149
3856.2672596803,1150
3009.8237810119,1151
315.5250913801,1152
2074.0758999821,1153
3273.5299313106,1154
3399.8813378623,1155
3049.3986709212,1156
3965.9076413305,1157
1731.0392310683,1158
3090.00030504,1159
1732.7155901233,1160
2027.4972960518,1161
1316.127399483,1162
2689.327842755,1163
3249.4492438011,1164
3576.4572442754,1165
2276.4309871617,1166
419.4120188805,1167
77.1119028349,1168
1579.658703396,1169
1479.6518956338,1170
450.6827317473,1171
507.4365446878,1172
2823.6823367514,1173
2874.875693982,1174
2209.5874202708,1175
3663.7887163947,1176
792.1111241867,1177
1574.8575362155,1178
698.9747070318,1179
1569.4916127689,1180
1295.793452053,1181
3444.7628530486,1182
3942.0715516298,1183
4553.9730428594,1184
3486.285435608,1185
2351.869331243,1186
2943.3305194105,1187
2935.1278702374,1188
2143.6159147668,1189
2904.6874681615,1190
2904.3188089475,1191
1612.1560646076,1192
3654.2310091712,1193
3274.1307009137,1194
2093.0578358951,1195
3482.1401794105,1196
2974.4467110845,1197
3493.2722897841,1198
1349.4267915674,1199
2851.0377831271,1200
462.6979542969,1201
2129.8214771054,1202
382.622037331,1203
42.8550542309,1204
3075.7191498376,1205
1275.5261000666,1206
2710.0463214001,1207
2937.1345269651,1208
892.805422915,1209
3497.2830474135,1210
630.7686452756,1211
466.8854713648,1212
2576.0486663943,1213
562.4868561434,1214
458.8305933081,1215
3183.5555255078,1216
2826.8627233017,1217
1603.5523359158,1218
3333.1958835031,1219
3894.0124871391,1220
552.1817722575,1221
3372.6537112989,1222
3224.027791246,1223
2452.9289162034,1224
3338.4800950177,1225
711.0873210847,1226
1802.1725604062,1227
334.3568552421,1228
283.7332970554,1229
148.2867745603,1230
849.9881086785,1231
49.2760290088,1232
1298.2652723687,1233
2373.0524559816,1234
2469.6700186307,1235
2293.1374268518,1236
229.8323405848,1237
2919.9027463488,1238
3542.4360276094,1239
514.4078341646,1240
1574.4737872454,1241
189.3864497146,1242
3659.8157676873,1243
2747.0439776327,1244
624.7229712973,1245
3607.3968305346,1246
3937.3925304636,1247
3184.2166688793,1248
3117.669577627,1249
2697.649243147,1250
1058.161037458,1251
300.1471830504,1252
3777.2606139679,1253
347.4489608996,1254
2754.75396172,1255
263.352626056,1256
1791.897059908,1257
263.2820316817,1258
1179.1134137778,1259
985.9678018738,1260
3548.7788941803,1261
382.3105887802,1262
326.9704817351,1263
962.1834802368,1264
2030.7584343415,1265
2340.5612469225,1266
542.9614744913,1267
3808.0431303433,1268
2745.3985660243,1269
3205.0878533693,1270
183.989983766,1271
32.1447769323,1272
2012.5886376932,1273
753.5861099856,1274
3154.9162085928,1275
2728.2808490574,1276
1368.4896246592,1277
94.604471223,1278
3031.2020961618,1279
656.3211650536,1280
1551.1835576179,1281
969.6765291359,1282
834.7805481208,1283
1924.5380895845,1284
34.7418041409,1285
3857.1722842235,1286
2724.2260965422,1287
980.0854190445,1288
2340.3046859796,1289
3226.5779456316,1290
1599.6608028652,1291
922.5523173752,1292
883.6645829432,1293
269.3990912232,1294
1727.5733675875,1295
1803.0326444694,1296
333.7477678479,1297
2707.3550650181,1298
661.2624505064,1299
473.5741426055,1300
740.1215838545,1301
177.7668301921,1302
1212.8861309191,1303
3913.0429824142,1304
1566.8166963344,1305
829.8460620659,1306
3790.4164567608,1307
736.3129613253,1308
2447.2266831643,1309
2033.0700689514,1310
506.3414454377,1311
2155.9476828982,1312
1914.3455418338,1313
2638.5840224972,1314
244.5951492277,1315
2264.0313112252,1316
537.1279529364,1317
2921.1358637674,1318
1806.5679501088,1319
1280.5431796714,1320
3186.6385459319,1321
2580.3164342428,1322
2111.4876431352,1323
410.1763269313,1324
2875.3083390246,1325
3701.7747540567,1326
1474.3787970268,1327
488.7841821147,1328
1417.835941426,1329
2772.0351402509,1330
1213.574241475,1331
4130.0878838946,1332
2816.1085282133,1333
2477.4943643192,1334
938.0446481831,1335
1665.6146182841,1336
2451.2724396947,1337
3981.8214560104,1338
3490.9284063319,1339
279.0201643702,1340
1388.5265695501,1341
1980.0426912206,1342
2105.5971212584,1343
3318.6363774188,1344
3581.2400326644,1345
3567.6662668276,1346
543.6592514141,1347
3464.3770033768,1348
3694.940339355,1349
2717.4793207485,1350
3127.9661572248,1351
2903.0472731882,1352
369.4071555776,1353
680.9414792382,1354
800.0174313682,1355
1476.5025538156,1356
296.5834564766,1357
1137.8535300606,1358
232.2931322189,1359
3634.327824293,1360
3691.6927719832,1361
3816.3688332505,1362
2968.174589566,1363
3736.8598888929,1364
256.2864869043,1365
2493.1872965189,1366
233.4836312527,1367
2370.4906113911,1368
2923.4335791428,1369
2489.9592172612,1370
849.6412462991,1371
1398.8827369644,1372
715.8865381184,1373
256.2132215113,1374
1004.4634269753,1375
3228.1514379687,1376
2665.4455158729,1377
1457.3899339892,1378
1332.6903420289,1379
482.2660671207,1380
1681.7926734225,1381
585.9599305835,1382
1830.8877154329,1383
1614.2433058313,1384
1657.4572739792,1385
1633.8315927066,1386
571.7169117624,1387
2531.0842349185,1388
308.247313955,1389
3630.7974283832,1390
2840.0094305649,1391
441.0088612113,1392
2961.6150509017,1393
820.2316776227,1394
2708.4248423849,1395
3070.9647539287,1396
459.3800177234,1397
3635.7856982081,1398
106.0475236991,1399
668.985274175,1400
2179.9423926621,1401
3799.4617774394,1402
288.9876543239,1403
1807.5545733051,1404
906.4829721656,1405
321.4347422326,1406
537.7966066512,1407
3374.7003522431,1408
2435.6724049557,1409
3036.9438854605,1410
2227.2875882705,1411
3643.7626332585,1412
1824.2350586215,1413
4278.2670053805,1414
3423.0665896899,1415
3947.6786861607,1416
1525.0035462875,1417
3037.7929844267,1418
2567.3204102749,1419
3501.2819280337,1420
2156.4493780633,1421
898.9338715308,1422
1941.6656161543,1423
2589.4909088934,1424
475.9675796021,1425
3387.9362243274,1426
724.3754634092,1427
1354.8542573423,1428
3718.8234234344,1429
