return-min,pool-size,episode-length-std,raw-actions-min,actions-mean,max-path-return,time-total,raw-actions-mean,raw-actions-max,episodes,MaxForwardProgress,return-std,vf-avg,num-updates,episode-length-min,vf-std,num-epoch-updates,qf-std,epoch,log-pi-min,actions-max,AverageForwardProgress,policy-entropy-mean,actions-min,total-samples,return-max,episode-length-max,log-pi-max,mean-sq-bellman-error,StdForwardProgress,qf-avg,MinForwardProgress,last-path-return,episode-length-avg,return-average
1724.520908078369,14080,0.0,-3.8593063,0.021172073,-inf,64.59202639525756,0.021172073,4.141031,0,34.118486475088844,0.0,53.04729,1000,327,41.781525,1,42.66415,1,-17.86159,4.141031,34.118486475088844,11.548407,-3.8593063,14080,1724.520908078369,327,-7.9485946,0.016888047,0.0,54.896065,34.118486475088844,0,327.0,1724.520908078369
907.4640278850404,22656,0.0,-3.3521397,0.06801744,-inf,91.79188501671888,0.06801744,3.2614815,0,17.94230757672129,0.0,177.15427,2000,250,96.21218,2,95.31346,2,-18.840477,3.2614815,17.94230757672129,11.436764,-3.3521397,22656,907.4640278850404,250,-7.783063,0.15602504,0.0,174.04462,17.94230757672129,0,250.0,907.4640278850404
5386.106502388177,32000,0.0,-3.056437,0.0040625,-inf,122.87185952719301,0.0040625,3.954453,0,107.08446698780683,0.0,294.29755,3000,1000,133.89508,3,134.25865,3,-18.443626,3.954453,107.08446698780683,11.017918,-3.056437,32000,5386.106502388177,1000,-7.625057,3.6913981,0.0,292.53485,107.08446698780683,0,1000.0,5386.106502388177
1868.2873548629905,40960,0.0,-3.3622398,-0.0029433006,-inf,151.07998914201744,-0.0029433006,3.1641834,0,37.085518139279046,0.0,423.1589,4000,345,153.64754,4,155.13123,4,-17.199812,3.1641834,37.085518139279046,11.203216,-3.3622398,40960,1868.2873548629905,345,-8.4680395,3.7705784,0.0,422.55283,37.085518139279046,0,345.0,1868.2873548629905
5494.757575519703,49536,0.0,-3.2688208,0.008948959,-inf,180.901561134262,0.008948959,3.5927968,0,109.24368267017724,0.0,500.23676,5000,1000,197.34567,5,196.86739,5,-19.165361,3.5927968,109.24368267017724,10.85345,-3.2688208,49536,5494.757575519703,1000,-8.017382,9.138474,0.0,495.0813,109.24368267017724,0,1000.0,5494.757575519703
5233.43022700594,58752,0.0,-4.0532694,-0.13741317,-inf,211.83955658623017,-0.13741317,3.905264,0,104.12378238247157,0.0,591.5964,6000,1000,226.11176,6,229.97629,6,-22.681438,3.905264,104.12378238247157,11.210349,-4.0532694,58752,5233.43022700594,1000,-8.115726,12.73126,0.0,604.7084,104.12378238247157,0,1000.0,5233.43022700594
79.124028234045,67712,0.0,-3.1608152,0.07826906,-inf,239.60973017965443,0.07826906,3.348505,0,1.552196548199479,0.0,706.5364,7000,63,235.00673,7,234.0898,7,-17.33216,3.348505,1.552196548199479,11.161145,-3.1608152,67712,79.124028234045,63,-8.049192,4.50474,0.0,704.759,1.552196548199479,0,63.0,79.124028234045
1507.2320597253304,76160,0.0,-3.4431431,0.07670699,-inf,268.0353583613178,0.07670699,3.4692225,0,29.608297748147162,0.0,787.948,8000,699,264.51392,8,264.2158,8,-16.648573,3.4692225,29.608297748147162,11.23988,-3.4431431,76160,1507.2320597253304,699,-8.065204,3.5434575,0.0,785.4186,29.608297748147162,0,699.0,1507.2320597253304
4561.152273443237,84992,0.0,-4.188791,0.093157426,-inf,298.85211970924865,0.093157426,4.117428,0,90.53635992188308,0.0,853.79083,9000,1000,283.57596,9,284.46603,9,-16.224752,4.117428,90.53635992188308,11.027768,-4.188791,84992,4561.152273443237,1000,-8.202,27.71975,0.0,860.537,90.53635992188308,0,1000.0,4561.152273443237
5445.899712308173,93568,0.0,-4.3311987,0.12719804,-inf,329.01076772320084,0.12719804,4.2537937,0,108.33848415998419,0.0,916.3879,10000,1000,305.35526,10,307.0924,10,-19.614874,4.2537937,108.33848415998419,11.02692,-4.3311987,93568,5445.899712308173,1000,-7.646885,22.679153,0.0,923.14844,108.33848415998419,0,1000.0,5445.899712308173
829.1287683130523,102784,0.0,-4.395664,-0.02108077,-inf,357.97792145144194,-0.02108077,3.7158456,0,16.3657699117061,0.0,970.38513,11000,218,328.47336,11,330.70148,11,-17.22706,3.7158456,16.3657699117061,11.1831255,-4.395664,102784,829.1287683130523,218,-7.7598543,10.892195,0.0,974.58044,16.3657699117061,0,218.0,829.1287683130523
448.5310329407464,111872,0.0,-4.3559136,-0.037649848,-inf,386.0648392983712,-0.037649848,4.0431175,0,8.83055102817157,0.0,1035.8196,12000,182,325.49625,12,324.8613,12,-19.079329,4.0431175,8.83055102817157,11.294471,-4.3559136,111872,448.5310329407464,182,-7.884991,14.327631,0.0,1040.2878,8.83055102817157,0,182.0,448.5310329407464
673.1116383098741,120960,0.0,-5.2417593,0.014660914,-inf,414.667098705424,0.014660914,3.5935872,0,13.261429217712234,0.0,1064.6464,13000,235,350.32336,13,351.58014,13,-19.729239,3.5935872,13.261429217712234,11.105482,-5.2417593,120960,673.1116383098741,235,-7.767086,42.190666,0.0,1074.3213,13.261429217712234,0,235.0,673.1116383098741
3791.815353610555,129792,0.0,-3.7147312,0.010896338,-inf,444.1778843184002,0.010896338,3.444262,0,75.33161199874722,0.0,1161.6677,14000,716,338.9663,14,338.37347,14,-17.606949,3.444262,75.33161199874722,10.848191,-3.7147312,129792,3791.815353610555,716,-7.5342536,15.109194,0.0,1153.8469,75.33161199874722,0,716.0,3791.815353610555
1047.1434322400132,138752,0.0,-3.7475138,0.09260611,-inf,472.44680268049706,0.09260611,3.930345,0,20.58646500511172,0.0,1144.4657,15000,222,396.86755,15,395.74023,15,-16.210243,3.930345,20.58646500511172,10.9045725,-3.7475138,138752,1047.1434322400132,222,-7.4501996,6.6228824,0.0,1150.23,20.58646500511172,0,222.0,1047.1434322400132
382.18927294834714,148096,0.0,-3.6657825,0.11652463,-inf,504.50710489577614,0.11652463,4.495381,0,7.416320197581655,0.0,1214.0886,16000,299,371.5511,16,371.69202,16,-20.130247,4.495381,7.416320197581655,11.1636,-3.6657825,148096,382.18927294834714,299,-8.031698,28.891945,0.0,1218.6835,7.416320197581655,0,299.0,382.18927294834714
1798.528318348047,157056,0.0,-4.263068,0.108140126,-inf,534.8158449680777,0.108140126,3.5568476,0,35.71077811721795,0.0,1227.3739,17000,358,415.98383,17,415.3579,17,-17.632004,3.5568476,35.71077811721795,11.098179,-4.263068,157056,1798.528318348047,358,-7.6965322,37.66377,0.0,1225.7661,35.71077811721795,0,358.0,1798.528318348047
5573.264229751265,166144,0.0,-3.7674954,0.12422885,-inf,570.4330876962049,0.12422885,4.1138983,0,110.78133145959659,0.0,1314.2402,18000,1000,347.40692,18,350.1733,18,-17.014666,4.1138983,110.78133145959659,10.672876,-3.7674954,166144,5573.264229751265,1000,-7.8715796,24.071152,0.0,1294.9362,110.78133145959659,0,1000.0,5573.264229751265
3574.5939419162114,175232,0.0,-4.831739,0.0021005962,-inf,601.6503088836325,0.0021005962,4.667416,0,70.91208114284458,0.0,1295.7097,19000,848,378.80734,19,381.972,19,-16.031334,4.667416,70.91208114284458,11.232987,-4.831739,175232,3574.5939419162114,848,-8.010565,41.93867,0.0,1300.5244,70.91208114284458,0,848.0,3574.5939419162114
4198.221213182728,183936,0.0,-3.8567185,0.07548133,-inf,632.8440994182602,0.07548133,3.3768053,0,83.53124976590523,0.0,1312.9386,20000,702,385.3652,20,388.15744,20,-21.15146,3.3768053,83.53124976590523,10.894812,-3.8567185,183936,4198.221213182728,702,-7.6251016,6.8866816,0.0,1314.1793,83.53124976590523,0,702.0,4198.221213182728
567.518325861442,193152,0.0,-4.381816,0.07262182,-inf,663.7330944486894,0.07262182,4.890387,0,11.115551485540148,0.0,1364.0824,21000,182,337.1976,21,341.14233,21,-20.076488,4.890387,11.115551485540148,11.166805,-4.381816,193152,567.518325861442,182,-7.6152897,10.804955,0.0,1373.3167,11.115551485540148,0,182.0,567.518325861442
82.15628516205413,201856,0.0,-3.7459602,-0.03733492,-inf,697.3339928301284,-0.03733492,4.169787,0,0.9853966856024133,0.0,1315.5696,22000,1000,449.79898,22,453.23602,22,-18.22026,4.169787,0.9853966856024133,11.201327,-3.7459602,201856,82.15628516205413,1000,-7.4812155,6.723569,0.0,1332.3132,0.9853966856024133,0,1000.0,82.15628516205413
986.9532424127058,211584,0.0,-3.6712742,0.18630701,-inf,733.0528294225223,0.18630701,4.349566,0,19.154394725558113,0.0,1331.3279,23000,1000,485.8249,23,483.31122,23,-17.927189,4.349566,19.154394725558113,10.994383,-3.6712742,211584,986.9532424127058,1000,-7.787758,19.456364,0.0,1305.1246,19.154394725558113,0,1000.0,986.9532424127058
